idx,name,code,text,cosine_to_target
269,Alpha_00269,ZK32F00269,"Record(name=Alpha_00269, code=ZK32F00269)",0.9812030410463936
270,Alpha_00270,ZK32F00270,"Record(name=Alpha_00270, code=ZK32F00270)",0.9699411818014776
271,Alpha_00271,ZK32F00271,"Record(name=Alpha_00271, code=ZK32F00271)",0.978636760514036
272,Alpha_00272,ZK32F00272,"Record(name=Alpha_00272, code=ZK32F00272)",0.9773463905742777
273,Alpha_00273,ZK32F00273,"Record(name=Alpha_00273, code=ZK32F00273)",0.9789077613914333
274,Alpha_00274,ZK32F00274,"Record(name=Alpha_00274, code=ZK32F00274)",0.9795165020630053
275,Alpha_00275,ZK32F00275,"Record(name=Alpha_00275, code=ZK32F00275)",0.979741874073833
276,Alpha_00276,ZK32F00276,"Record(name=Alpha_00276, code=ZK32F00276)",0.9802583780707199
277,Alpha_00277,ZK32F00277,"Record(name=Alpha_00277, code=ZK32F00277)",0.9814868538454526
278,Alpha_00278,ZK32F00278,"Record(name=Alpha_00278, code=ZK32F00278)",0.9788270043061396
279,Alpha_00279,ZK32F00279,"Record(name=Alpha_00279, code=ZK32F00279)",0.9807398618353789
280,Alpha_00280,ZK32F00280,"Record(name=Alpha_00280, code=ZK32F00280)",0.9790360683855461
281,Alpha_00281,ZK32F00281,"Record(name=Alpha_00281, code=ZK32F00281)",0.9802207930778729
282,Alpha_00282,ZK32F00282,"Record(name=Alpha_00282, code=ZK32F00282)",0.980190084058337
283,Alpha_00283,ZK32F00283,"Record(name=Alpha_00283, code=ZK32F00283)",0.9804034710687924
284,Alpha_00284,ZK32F00284,"Record(name=Alpha_00284, code=ZK32F00284)",0.9795465594039404
285,Alpha_00285,ZK32F00285,"Record(name=Alpha_00285, code=ZK32F00285)",0.9815019680865255
286,Alpha_00286,ZK32F00286,"Record(name=Alpha_00286, code=ZK32F00286)",0.9810595262961326
287,Alpha_00287,ZK32F00287,"Record(name=Alpha_00287, code=ZK32F00287)",0.9798940811325313
288,Alpha_00288,ZK32F00288,"Record(name=Alpha_00288, code=ZK32F00288)",0.9802701748849895
289,Alpha_00289,ZK32F00289,"Record(name=Alpha_00289, code=ZK32F00289)",0.9814809639260085
290,Alpha_00290,ZK32F00290,"Record(name=Alpha_00290, code=ZK32F00290)",0.9780533061693697
291,Alpha_00291,ZK32F00291,"Record(name=Alpha_00291, code=ZK32F00291)",0.9805207497515163
292,Alpha_00292,ZK32F00292,"Record(name=Alpha_00292, code=ZK32F00292)",0.9811656389031026
293,Alpha_00293,ZK32F00293,"Record(name=Alpha_00293, code=ZK32F00293)",0.9805439170831209
294,Alpha_00294,ZK32F00294,"Record(name=Alpha_00294, code=ZK32F00294)",0.9797907151859532
295,Alpha_00295,ZK32F00295,"Record(name=Alpha_00295, code=ZK32F00295)",0.9805265544983605
296,Alpha_00296,ZK32F00296,"Record(name=Alpha_00296, code=ZK32F00296)",0.9797021508446808
297,Alpha_00297,ZK32F00297,"Record(name=Alpha_00297, code=ZK32F00297)",0.9795374469092718
298,Alpha_00298,ZK32F00298,"Record(name=Alpha_00298, code=ZK32F00298)",0.9814024147302322
299,Alpha_00299,ZK32F00299,"Record(name=Alpha_00299, code=ZK32F00299)",0.9827098711367377
300,Alpha_00300,ZK32F00300,"Record(name=Alpha_00300, code=ZK32F00300)",0.9686299569725377
301,Alpha_00301,ZK32F00301,"Record(name=Alpha_00301, code=ZK32F00301)",0.9675130504679217
302,Alpha_00302,ZK32F00302,"Record(name=Alpha_00302, code=ZK32F00302)",0.9691855713703978
303,Alpha_00303,ZK32F00303,"Record(name=Alpha_00303, code=ZK32F00303)",0.9717772937182716
304,Alpha_00304,ZK32F00304,"Record(name=Alpha_00304, code=ZK32F00304)",0.9734354945697589
305,Alpha_00305,ZK32F00305,"Record(name=Alpha_00305, code=ZK32F00305)",0.9708073999090485
306,Alpha_00306,ZK32F00306,"Record(name=Alpha_00306, code=ZK32F00306)",0.9705983321860744
307,Alpha_00307,ZK32F00307,"Record(name=Alpha_00307, code=ZK32F00307)",0.968099343327989
308,Alpha_00308,ZK32F00308,"Record(name=Alpha_00308, code=ZK32F00308)",0.9696778151997604
309,Alpha_00309,ZK32F00309,"Record(name=Alpha_00309, code=ZK32F00309)",0.9747719124323742
310,Alpha_00310,ZK32F00310,"Record(name=Alpha_00310, code=ZK32F00310)",0.9646842585124493
311,Alpha_00311,ZK32F00311,"Record(name=Alpha_00311, code=ZK32F00311)",0.9703103270068416
312,Alpha_00312,ZK32F00312,"Record(name=Alpha_00312, code=ZK32F00312)",0.9674523637803492
313,Alpha_00313,ZK32F00313,"Record(name=Alpha_00313, code=ZK32F00313)",0.9734397682313689
314,Alpha_00314,ZK32F00314,"Record(name=Alpha_00314, code=ZK32F00314)",0.9714478410879551
315,Alpha_00315,ZK32F00315,"Record(name=Alpha_00315, code=ZK32F00315)",0.9690522691163075
316,Alpha_00316,ZK32F00316,"Record(name=Alpha_00316, code=ZK32F00316)",0.9699689954210334
317,Alpha_00317,ZK32F00317,"Record(name=Alpha_00317, code=ZK32F00317)",0.9688339746844566
318,Alpha_00318,ZK32F00318,"Record(name=Alpha_00318, code=ZK32F00318)",0.9688365321966431
319,Alpha_00319,ZK32F00319,"Record(name=Alpha_00319, code=ZK32F00319)",0.9739406977190328
320,Alpha_00320,ZK32F00320,"Record(name=Alpha_00320, code=ZK32F00320)",0.9690030436515342
321,Alpha_00321,ZK32F00321,"Record(name=Alpha_00321, code=ZK32F00321)",0.9699582400331406
322,Alpha_00322,ZK32F00322,"Record(name=Alpha_00322, code=ZK32F00322)",0.9689829442984945
323,Alpha_00323,ZK32F00323,"Record(name=Alpha_00323, code=ZK32F00323)",0.9720505707676299
324,Alpha_00324,ZK32F00324,"Record(name=Alpha_00324, code=ZK32F00324)",0.971420599711851
325,Alpha_00325,ZK32F00325,"Record(name=Alpha_00325, code=ZK32F00325)",0.972190736250164
326,Alpha_00326,ZK32F00326,"Record(name=Alpha_00326, code=ZK32F00326)",0.972666878045386
327,Alpha_00327,ZK32F00327,"Record(name=Alpha_00327, code=ZK32F00327)",0.9708702071954483
328,Alpha_00328,ZK32F00328,"Record(name=Alpha_00328, code=ZK32F00328)",0.9695304813032269
329,Alpha_00329,ZK32F00329,"Record(name=Alpha_00329, code=ZK32F00329)",0.9724829226804198
330,Alpha_00330,ZK32F00330,"Record(name=Alpha_00330, code=ZK32F00330)",0.9706890738107077
331,Alpha_00331,ZK32F00331,"Record(name=Alpha_00331, code=ZK32F00331)",0.9722127399555767
332,Alpha_00332,ZK32F00332,"Record(name=Alpha_00332, code=ZK32F00332)",0.9720081824892256
333,Alpha_00333,ZK32F00333,"Record(name=Alpha_00333, code=ZK32F00333)",0.9760014171149454
334,Alpha_00334,ZK32F00334,"Record(name=Alpha_00334, code=ZK32F00334)",0.9754864767017005
335,Alpha_00335,ZK32F00335,"Record(name=Alpha_00335, code=ZK32F00335)",0.9738789321900706
336,Alpha_00336,ZK32F00336,"Record(name=Alpha_00336, code=ZK32F00336)",0.9737511252339122
337,Alpha_00337,ZK32F00337,"Record(name=Alpha_00337, code=ZK32F00337)",0.9751701342538296
338,Alpha_00338,ZK32F00338,"Record(name=Alpha_00338, code=ZK32F00338)",0.9723605131314363
339,Alpha_00339,ZK32F00339,"Record(name=Alpha_00339, code=ZK32F00339)",0.9763658599534304
340,Alpha_00340,ZK32F00340,"Record(name=Alpha_00340, code=ZK32F00340)",0.974920553990062
341,Alpha_00341,ZK32F00341,"Record(name=Alpha_00341, code=ZK32F00341)",0.975736876453549
342,Alpha_00342,ZK32F00342,"Record(name=Alpha_00342, code=ZK32F00342)",0.9739040974817181
343,Alpha_00343,ZK32F00343,"Record(name=Alpha_00343, code=ZK32F00343)",0.9743830871948673
344,Alpha_00344,ZK32F00344,"Record(name=Alpha_00344, code=ZK32F00344)",0.9748549406425158
345,Alpha_00345,ZK32F00345,"Record(name=Alpha_00345, code=ZK32F00345)",0.9757444941849437
346,Alpha_00346,ZK32F00346,"Record(name=Alpha_00346, code=ZK32F00346)",0.975225294216875
347,Alpha_00347,ZK32F00347,"Record(name=Alpha_00347, code=ZK32F00347)",0.9765868051836541
348,Alpha_00348,ZK32F00348,"Record(name=Alpha_00348, code=ZK32F00348)",0.9724964897374968
349,Alpha_00349,ZK32F00349,"Record(name=Alpha_00349, code=ZK32F00349)",0.9790738032031351
350,Alpha_00350,ZK32F00350,"Record(name=Alpha_00350, code=ZK32F00350)",0.967315671195881
351,Alpha_00351,ZK32F00351,"Record(name=Alpha_00351, code=ZK32F00351)",0.9763236892424081
352,Alpha_00352,ZK32F00352,"Record(name=Alpha_00352, code=ZK32F00352)",0.9727042568867307
353,Alpha_00353,ZK32F00353,"Record(name=Alpha_00353, code=ZK32F00353)",0.9784796562924527
354,Alpha_00354,ZK32F00354,"Record(name=Alpha_00354, code=ZK32F00354)",0.974646538425105
355,Alpha_00355,ZK32F00355,"Record(name=Alpha_00355, code=ZK32F00355)",0.9732627575404511
356,Alpha_00356,ZK32F00356,"Record(name=Alpha_00356, code=ZK32F00356)",0.9768686066599892
357,Alpha_00357,ZK32F00357,"Record(name=Alpha_00357, code=ZK32F00357)",0.972492696365528
358,Alpha_00358,ZK32F00358,"Record(name=Alpha_00358, code=ZK32F00358)",0.974114841765632
359,Alpha_00359,ZK32F00359,"Record(name=Alpha_00359, code=ZK32F00359)",0.9761812672501472
360,Alpha_00360,ZK32F00360,"Record(name=Alpha_00360, code=ZK32F00360)",0.9707819305126818
361,Alpha_00361,ZK32F00361,"Record(name=Alpha_00361, code=ZK32F00361)",0.9740900381423678
362,Alpha_00362,ZK32F00362,"Record(name=Alpha_00362, code=ZK32F00362)",0.9739163928378998
363,Alpha_00363,ZK32F00363,"Record(name=Alpha_00363, code=ZK32F00363)",0.9754794460782532
364,Alpha_00364,ZK32F00364,"Record(name=Alpha_00364, code=ZK32F00364)",0.9760165663054909
365,Alpha_00365,ZK32F00365,"Record(name=Alpha_00365, code=ZK32F00365)",0.975683142867629
366,Alpha_00366,ZK32F00366,"Record(name=Alpha_00366, code=ZK32F00366)",0.9755450469302902
367,Alpha_00367,ZK32F00367,"Record(name=Alpha_00367, code=ZK32F00367)",0.9722176796199838
368,Alpha_00368,ZK32F00368,"Record(name=Alpha_00368, code=ZK32F00368)",0.9726839735011424
369,Alpha_00369,ZK32F00369,"Record(name=Alpha_00369, code=ZK32F00369)",0.9759827245642438
370,Alpha_00370,ZK32F00370,"Record(name=Alpha_00370, code=ZK32F00370)",0.9699979269040153
371,Alpha_00371,ZK32F00371,"Record(name=Alpha_00371, code=ZK32F00371)",0.974066110280064
372,Alpha_00372,ZK32F00372,"Record(name=Alpha_00372, code=ZK32F00372)",0.969826894060167
373,Alpha_00373,ZK32F00373,"Record(name=Alpha_00373, code=ZK32F00373)",0.9753968446913237
374,Alpha_00374,ZK32F00374,"Record(name=Alpha_00374, code=ZK32F00374)",0.9769181902550901
375,Alpha_00375,ZK32F00375,"Record(name=Alpha_00375, code=ZK32F00375)",0.9769707612847288
376,Alpha_00376,ZK32F00376,"Record(name=Alpha_00376, code=ZK32F00376)",0.9762872348661851
377,Alpha_00377,ZK32F00377,"Record(name=Alpha_00377, code=ZK32F00377)",0.9752722449135813
378,Alpha_00378,ZK32F00378,"Record(name=Alpha_00378, code=ZK32F00378)",0.9715591106813949
379,Alpha_00379,ZK32F00379,"Record(name=Alpha_00379, code=ZK32F00379)",0.9758401559813128
380,Alpha_00380,ZK32F00380,"Record(name=Alpha_00380, code=ZK32F00380)",0.9734065343639176
381,Alpha_00381,ZK32F00381,"Record(name=Alpha_00381, code=ZK32F00381)",0.9755336353634948
382,Alpha_00382,ZK32F00382,"Record(name=Alpha_00382, code=ZK32F00382)",0.9748857705794366
383,Alpha_00383,ZK32F00383,"Record(name=Alpha_00383, code=ZK32F00383)",0.9757531615816255
384,Alpha_00384,ZK32F00384,"Record(name=Alpha_00384, code=ZK32F00384)",0.9756572874487014
385,Alpha_00385,ZK32F00385,"Record(name=Alpha_00385, code=ZK32F00385)",0.9760167499902059
386,Alpha_00386,ZK32F00386,"Record(name=Alpha_00386, code=ZK32F00386)",0.9773587360397031
387,Alpha_00387,ZK32F00387,"Record(name=Alpha_00387, code=ZK32F00387)",0.9751486216536471
388,Alpha_00388,ZK32F00388,"Record(name=Alpha_00388, code=ZK32F00388)",0.9750383015437633
389,Alpha_00389,ZK32F00389,"Record(name=Alpha_00389, code=ZK32F00389)",0.9766416405750177
390,Alpha_00390,ZK32F00390,"Record(name=Alpha_00390, code=ZK32F00390)",0.9744286246042451
391,Alpha_00391,ZK32F00391,"Record(name=Alpha_00391, code=ZK32F00391)",0.9769886513269702
392,Alpha_00392,ZK32F00392,"Record(name=Alpha_00392, code=ZK32F00392)",0.9760819784261023
393,Alpha_00393,ZK32F00393,"Record(name=Alpha_00393, code=ZK32F00393)",0.9774834595619798
394,Alpha_00394,ZK32F00394,"Record(name=Alpha_00394, code=ZK32F00394)",0.9758182062405114
395,Alpha_00395,ZK32F00395,"Record(name=Alpha_00395, code=ZK32F00395)",0.9775806260543302
396,Alpha_00396,ZK32F00396,"Record(name=Alpha_00396, code=ZK32F00396)",0.9761138510499368
397,Alpha_00397,ZK32F00397,"Record(name=Alpha_00397, code=ZK32F00397)",0.9758134764657548
398,Alpha_00398,ZK32F00398,"Record(name=Alpha_00398, code=ZK32F00398)",0.9773567947757484
399,Alpha_00399,ZK32F00399,"Record(name=Alpha_00399, code=ZK32F00399)",0.9790575260326316
400,Alpha_00400,ZK32F00400,"Record(name=Alpha_00400, code=ZK32F00400)",0.9753244158080489
401,Alpha_00401,ZK32F00401,"Record(name=Alpha_00401, code=ZK32F00401)",0.9763461693907673
402,Alpha_00402,ZK32F00402,"Record(name=Alpha_00402, code=ZK32F00402)",0.9741808509445133
403,Alpha_00403,ZK32F00403,"Record(name=Alpha_00403, code=ZK32F00403)",0.9767325012484843
404,Alpha_00404,ZK32F00404,"Record(name=Alpha_00404, code=ZK32F00404)",0.9796770723285895
405,Alpha_00405,ZK32F00405,"Record(name=Alpha_00405, code=ZK32F00405)",0.9780736408964107
406,Alpha_00406,ZK32F00406,"Record(name=Alpha_00406, code=ZK32F00406)",0.9761325217773551
407,Alpha_00407,ZK32F00407,"Record(name=Alpha_00407, code=ZK32F00407)",0.9774530171681093
408,Alpha_00408,ZK32F00408,"Record(name=Alpha_00408, code=ZK32F00408)",0.9768103206164442
409,Alpha_00409,ZK32F00409,"Record(name=Alpha_00409, code=ZK32F00409)",0.97994642774288
410,Alpha_00410,ZK32F00410,"Record(name=Alpha_00410, code=ZK32F00410)",0.9778358449564553
411,Alpha_00411,ZK32F00411,"Record(name=Alpha_00411, code=ZK32F00411)",0.979207809573819
412,Alpha_00412,ZK32F00412,"Record(name=Alpha_00412, code=ZK32F00412)",0.975500959145464
413,Alpha_00413,ZK32F00413,"Record(name=Alpha_00413, code=ZK32F00413)",0.9791492960420946
414,Alpha_00414,ZK32F00414,"Record(name=Alpha_00414, code=ZK32F00414)",0.9790426029403034
415,Alpha_00415,ZK32F00415,"Record(name=Alpha_00415, code=ZK32F00415)",0.9774129127323445
416,Alpha_00416,ZK32F00416,"Record(name=Alpha_00416, code=ZK32F00416)",0.9773090623731028
417,Alpha_00417,ZK32F00417,"Record(name=Alpha_00417, code=ZK32F00417)",0.9784911408175575
418,Alpha_00418,ZK32F00418,"Record(name=Alpha_00418, code=ZK32F00418)",0.9771075085883106
419,Alpha_00419,ZK32F00419,"Record(name=Alpha_00419, code=ZK32F00419)",0.979390407864171
420,Alpha_00420,ZK32F00420,"Record(name=Alpha_00420, code=ZK32F00420)",0.9783894136955621
421,Alpha_00421,ZK32F00421,"Record(name=Alpha_00421, code=ZK32F00421)",0.9784194129115674
422,Alpha_00422,ZK32F00422,"Record(name=Alpha_00422, code=ZK32F00422)",0.9763604179906048
423,Alpha_00423,ZK32F00423,"Record(name=Alpha_00423, code=ZK32F00423)",0.9774922217395915
424,Alpha_00424,ZK32F00424,"Record(name=Alpha_00424, code=ZK32F00424)",0.977296821789196
425,Alpha_00425,ZK32F00425,"Record(name=Alpha_00425, code=ZK32F00425)",0.9786258480089511
426,Alpha_00426,ZK32F00426,"Record(name=Alpha_00426, code=ZK32F00426)",0.9769421659741362
427,Alpha_00427,ZK32F00427,"Record(name=Alpha_00427, code=ZK32F00427)",0.977407719799041
428,Alpha_00428,ZK32F00428,"Record(name=Alpha_00428, code=ZK32F00428)",0.9774735872947704
429,Alpha_00429,ZK32F00429,"Record(name=Alpha_00429, code=ZK32F00429)",0.9792242561127891
430,Alpha_00430,ZK32F00430,"Record(name=Alpha_00430, code=ZK32F00430)",0.9768950302324965
431,Alpha_00431,ZK32F00431,"Record(name=Alpha_00431, code=ZK32F00431)",0.9796010443877369
432,Alpha_00432,ZK32F00432,"Record(name=Alpha_00432, code=ZK32F00432)",0.9771997569227379
433,Alpha_00433,ZK32F00433,"Record(name=Alpha_00433, code=ZK32F00433)",0.9809493513877546
434,Alpha_00434,ZK32F00434,"Record(name=Alpha_00434, code=ZK32F00434)",0.9810861861370249
435,Alpha_00435,ZK32F00435,"Record(name=Alpha_00435, code=ZK32F00435)",0.9802843758988559
436,Alpha_00436,ZK32F00436,"Record(name=Alpha_00436, code=ZK32F00436)",0.980336263583793
437,Alpha_00437,ZK32F00437,"Record(name=Alpha_00437, code=ZK32F00437)",0.980982728235499
438,Alpha_00438,ZK32F00438,"Record(name=Alpha_00438, code=ZK32F00438)",0.9789218039239638
439,Alpha_00439,ZK32F00439,"Record(name=Alpha_00439, code=ZK32F00439)",0.9811797564274475
440,Alpha_00440,ZK32F00440,"Record(name=Alpha_00440, code=ZK32F00440)",0.9801413944536022
441,Alpha_00441,ZK32F00441,"Record(name=Alpha_00441, code=ZK32F00441)",0.9807104682726507
442,Alpha_00442,ZK32F00442,"Record(name=Alpha_00442, code=ZK32F00442)",0.9800009525822946
443,Alpha_00443,ZK32F00443,"Record(name=Alpha_00443, code=ZK32F00443)",0.9801464664410566
444,Alpha_00444,ZK32F00444,"Record(name=Alpha_00444, code=ZK32F00444)",0.9823433898599714
445,Alpha_00445,ZK32F00445,"Record(name=Alpha_00445, code=ZK32F00445)",0.9808529838730856
446,Alpha_00446,ZK32F00446,"Record(name=Alpha_00446, code=ZK32F00446)",0.980385637208086
447,Alpha_00447,ZK32F00447,"Record(name=Alpha_00447, code=ZK32F00447)",0.9809334237466782
448,Alpha_00448,ZK32F00448,"Record(name=Alpha_00448, code=ZK32F00448)",0.9794397727872104
449,Alpha_00449,ZK32F00449,"Record(name=Alpha_00449, code=ZK32F00449)",0.9828468383109318
450,Alpha_00450,ZK32F00450,"Record(name=Alpha_00450, code=ZK32F00450)",0.9790505264690667
451,Alpha_00451,ZK32F00451,"Record(name=Alpha_00451, code=ZK32F00451)",0.9814303865692556
452,Alpha_00452,ZK32F00452,"Record(name=Alpha_00452, code=ZK32F00452)",0.9779701537826685
453,Alpha_00453,ZK32F00453,"Record(name=Alpha_00453, code=ZK32F00453)",0.9829469042451214
454,Alpha_00454,ZK32F00454,"Record(name=Alpha_00454, code=ZK32F00454)",0.9791188285610005
455,Alpha_00455,ZK32F00455,"Record(name=Alpha_00455, code=ZK32F00455)",0.9811034862794032
456,Alpha_00456,ZK32F00456,"Record(name=Alpha_00456, code=ZK32F00456)",0.9817079122551041
457,Alpha_00457,ZK32F00457,"Record(name=Alpha_00457, code=ZK32F00457)",0.9789973349630557
458,Alpha_00458,ZK32F00458,"Record(name=Alpha_00458, code=ZK32F00458)",0.9799886327340179
459,Alpha_00459,ZK32F00459,"Record(name=Alpha_00459, code=ZK32F00459)",0.9806461547517357
460,Alpha_00460,ZK32F00460,"Record(name=Alpha_00460, code=ZK32F00460)",0.9768951420167873
461,Alpha_00461,ZK32F00461,"Record(name=Alpha_00461, code=ZK32F00461)",0.9798826423851597
462,Alpha_00462,ZK32F00462,"Record(name=Alpha_00462, code=ZK32F00462)",0.9771432625400635
463,Alpha_00463,ZK32F00463,"Record(name=Alpha_00463, code=ZK32F00463)",0.9800420814068529
464,Alpha_00464,ZK32F00464,"Record(name=Alpha_00464, code=ZK32F00464)",0.9791420258162644
465,Alpha_00465,ZK32F00465,"Record(name=Alpha_00465, code=ZK32F00465)",0.9786402935650749
466,Alpha_00466,ZK32F00466,"Record(name=Alpha_00466, code=ZK32F00466)",0.9788995185627267
467,Alpha_00467,ZK32F00467,"Record(name=Alpha_00467, code=ZK32F00467)",0.9773451746012788
468,Alpha_00468,ZK32F00468,"Record(name=Alpha_00468, code=ZK32F00468)",0.9774847074423132
469,Alpha_00469,ZK32F00469,"Record(name=Alpha_00469, code=ZK32F00469)",0.980363476961087
470,Alpha_00470,ZK32F00470,"Record(name=Alpha_00470, code=ZK32F00470)",0.9759467678134337
471,Alpha_00471,ZK32F00471,"Record(name=Alpha_00471, code=ZK32F00471)",0.9778332007763146
472,Alpha_00472,ZK32F00472,"Record(name=Alpha_00472, code=ZK32F00472)",0.9772239732665362
473,Alpha_00473,ZK32F00473,"Record(name=Alpha_00473, code=ZK32F00473)",0.9795216566667506
474,Alpha_00474,ZK32F00474,"Record(name=Alpha_00474, code=ZK32F00474)",0.9798964248246912
475,Alpha_00475,ZK32F00475,"Record(name=Alpha_00475, code=ZK32F00475)",0.9793941653237488
476,Alpha_00476,ZK32F00476,"Record(name=Alpha_00476, code=ZK32F00476)",0.9792302541186972
477,Alpha_00477,ZK32F00477,"Record(name=Alpha_00477, code=ZK32F00477)",0.9801457022222605
478,Alpha_00478,ZK32F00478,"Record(name=Alpha_00478, code=ZK32F00478)",0.9772975203034628
479,Alpha_00479,ZK32F00479,"Record(name=Alpha_00479, code=ZK32F00479)",0.9800849642346081
480,Alpha_00480,ZK32F00480,"Record(name=Alpha_00480, code=ZK32F00480)",0.9787365015412932
481,Alpha_00481,ZK32F00481,"Record(name=Alpha_00481, code=ZK32F00481)",0.9799896432958363
482,Alpha_00482,ZK32F00482,"Record(name=Alpha_00482, code=ZK32F00482)",0.9785858869394558
483,Alpha_00483,ZK32F00483,"Record(name=Alpha_00483, code=ZK32F00483)",0.9786406838314897
484,Alpha_00484,ZK32F00484,"Record(name=Alpha_00484, code=ZK32F00484)",0.9772346283766219
485,Alpha_00485,ZK32F00485,"Record(name=Alpha_00485, code=ZK32F00485)",0.9791819308234648
486,Alpha_00486,ZK32F00486,"Record(name=Alpha_00486, code=ZK32F00486)",0.9775077926683547
487,Alpha_00487,ZK32F00487,"Record(name=Alpha_00487, code=ZK32F00487)",0.978557482365495
488,Alpha_00488,ZK32F00488,"Record(name=Alpha_00488, code=ZK32F00488)",0.9776437302142297
489,Alpha_00489,ZK32F00489,"Record(name=Alpha_00489, code=ZK32F00489)",0.979506118031995
490,Alpha_00490,ZK32F00490,"Record(name=Alpha_00490, code=ZK32F00490)",0.9775495680943379
491,Alpha_00491,ZK32F00491,"Record(name=Alpha_00491, code=ZK32F00491)",0.9797595181881528
492,Alpha_00492,ZK32F00492,"Record(name=Alpha_00492, code=ZK32F00492)",0.9772290605714151
493,Alpha_00493,ZK32F00493,"Record(name=Alpha_00493, code=ZK32F00493)",0.9793962676399418
494,Alpha_00494,ZK32F00494,"Record(name=Alpha_00494, code=ZK32F00494)",0.977831300950324
495,Alpha_00495,ZK32F00495,"Record(name=Alpha_00495, code=ZK32F00495)",0.9792994609705099
496,Alpha_00496,ZK32F00496,"Record(name=Alpha_00496, code=ZK32F00496)",0.9794845881921951
497,Alpha_00497,ZK32F00497,"Record(name=Alpha_00497, code=ZK32F00497)",0.9789493044521427
498,Alpha_00498,ZK32F00498,"Record(name=Alpha_00498, code=ZK32F00498)",0.9792403621690916
499,Alpha_00499,ZK32F00499,"Record(name=Alpha_00499, code=ZK32F00499)",0.9807299758927297
